#ID	MainType SubType SubTypeWeight Weight MaxTimes
87821412	8	7	0	100	999
87821413	8	7	0	100	999
87821414	8	7	0	100	999
87821415	8	7	0	100	999
87821416	8	7	0	100	999
87821417	8	7	0	100	999
87821418	8	7	0	100	999
87821419	8	7	0	100	999
87821420	8	7	0	100	999
87821421	8	8	100	100	999
87821422	8	8	0	100	999
87821423	8	8	0	100	999
87821424	8	8	0	100	999
87821425	8	8	0	100	999
87821426	8	8	0	100	999
87821427	8	8	0	100	999
87821428	8	8	0	100	999
87900101	8	8	0	100	999
87900102	8	8	0	100	999
87900103	8	8	0	100	999
87900104	8	9	100	100	999
87900105	8	9	0	100	999
87900106	8	9	0	100	999
87900107	8	9	0	100	999
87900108	8	9	0	100	999
87900109	8	9	0	100	999
87900110	8	9	0	100	999
87900111	8	9	0	100	999
87900112	8	9	0	100	999
87900113	8	9	0	100	999
87900114	8	9	0	100	999
87900115	8	10	100	100	999
87900116	8	10	0	100	999
87900117	8	10	0	100	999
87900118	8	10	0	100	999
87900119	8	10	0	100	999
87900120	8	10	0	100	999
87900121	8	10	0	100	999
87900122	8	10	0	100	999
87900123	8	10	0	100	999
87900124	8	10	0	100	999
87900125	8	10	0	100	999
87900126	8	11	100	100	999
87900127	8	11	0	100	999
87900128	8	11	0	100	999
87900129	8	11	0	100	999
87900130	8	11	0	100	999
87900131	8	11	0	100	999
87900132	8	11	0	100	999
87900133	8	11	0	100	999
87900134	8	11	0	100	999
87900135	8	11	0	100	999
87900136	8	11	0	100	999
87900137	8	12	100	100	999
87900138	8	12	0	100	999
87900139	8	12	0	100	999
87900140	8	12	0	100	999
87900141	8	12	0	100	999
87900151	8	12	0	100	999
87900152	8	12	0	100	999
87900153	8	12	0	100	999
87900154	8	12	0	100	999
87900155	8	12	0	100	999
87900156	8	12	0	100	999
87900157	8	13	100	100	999
87900158	8	13	0	100	999
87900159	8	13	0	100	999
87900160	8	13	0	100	999
87900161	8	13	0	100	999
87900162	8	13	0	100	999
87900163	8	13	0	100	999
87900164	8	13	0	100	999
87900165	8	13	0	100	999
87900166	8	13	0	100	999
87900167	8	13	0	100	999
87900168	8	14	100	100	999
87900169	8	14	0	100	999
87900170	8	14	0	100	999
87900171	8	14	0	100	999
87900172	8	14	0	100	999
87900401	8	14	0	100	999
87900402	8	14	0	100	999
87900403	8	14	0	100	999
87900404	8	14	0	100	999
87900405	8	14	0	100	999
87900406	8	14	0	100	999
87900407	5	1	100	100	999
87900408	5	1	0	100	999
87900409	5	1	0	100	999
87900410	5	1	0	100	999
87900411	5	1	0	100	999
87900412	5	1	0	100	999
87900413	5	1	0	100	999
87900414	5	1	0	100	999
87900415	5	1	0	100	999
87900416	5	1	0	100	999
87900417	5	2	100	100	999
87900418	5	2	0	100	999
87900419	5	2	0	100	999
87900420	5	2	0	100	999
87900421	5	2	0	100	999
87900422	5	2	0	100	999
87900423	5	2	0	100	999
87900424	5	2	0	100	999
87900425	5	2	0	100	999
87900426	5	2	0	100	999
87900427	5	3	100	100	999
87900428	5	3	0	100	999
87900429	5	3	0	100	999
87900430	5	3	0	100	999
87900431	5	3	0	100	999
87900432	5	3	0	100	999
87900433	5	3	0	100	999
87900434	5	3	0	100	999
87900435	5	3	0	100	999
87900436	5	3	0	100	999
87900437	5	4	100	100	999
87900451	5	4	0	100	999
87900452	5	4	0	100	999
87900453	5	4	0	100	999
87900454	5	4	0	100	999
87900455	5	4	0	100	999
87900456	5	4	0	100	999
87900457	5	4	0	100	999
87900458	5	4	0	100	999
87900459	5	4	0	100	999
87900460	5	5	100	100	999
87900461	5	5	0	100	999
87900462	5	5	0	100	999
87900463	5	5	0	100	999
87900464	5	5	0	100	999
87900465	5	5	0	100	999
87900466	5	5	0	100	999
87900467	5	5	0	100	999
87900468	5	5	0	100	999
87900469	5	5	0	100	999
87900470	5	6	100	100	999
87900601	5	6	0	100	999
87900602	5	6	0	100	999
87900603	5	6	0	100	999
87900604	5	6	0	100	999
87900605	5	6	0	100	999
87900606	5	6	0	100	999
87900607	5	6	0	100	999
87900608	5	6	0	100	999
87900609	5	6	0	100	999
87900610	5	6	0	100	999
87900613	1	1	100	100	999
87900614	1	1	100	100	999
87900615	1	2	100	100	999
87900616	1	2	100	100	999
87900617	1	3	100	100	999
87900618	1	3	100	100	999
87900619	1	4	100	100	999
87900620	1	4	100	100	999
87900621	1	5	100	100	999
87900622	1	5	100	100	999
87900623	1	6	100	100	999
87900624	1	6	100	100	999
87900625	1	7	100	100	999
87900633	1	7	100	100	999
87900634	1	8	100	100	999
87900635	1	8	100	100	999
87900636	1	9	100	100	999
87900637	1	9	100	100	999
87900651	2	1	100	100	1
87900652	2	1	0	100	1
87900653	2	1	0	100	1
87900654	2	1	0	100	1
87900655	2	1	0	100	1
87900656	2	2	100	100	1
87900657	2	2	0	100	1
87900658	2	2	0	100	1
87900659	2	2	0	100	1
87900660	2	2	0	100	1
87900661	2	3	100	100	2
87900662	2	3	0	100	2
87900663	2	3	0	100	2
87900664	2	3	0	100	2
87900665	2	3	0	100	2
87900666	2	4	100	100	2
87900667	2	4	0	100	2
87900668	2	4	0	100	2
87900669	2	4	0	100	2
87900670	2	4	0	100	2
